,job_position
1858,other
1859,backendengineer
1860,backendengineer
1861,foo
1862,backendengineer
1863,backendengineer
1864,backendengineer
1865,foo
1866,backendengineer
1867,foo
1868,fullstackengineer
1869,backendengineer
1870,foo
1871,foo
1872,fullstackengineer
1873,backendengineer
1874,engineeringintern
1875,fullstackengineer
1876,foo
1877,fullstackengineer
1878,fullstackengineer
1879,backendengineer
1880,backendengineer
1881,productmanager
1882,backendengineer
1883,backendengineer
1884,foo
1885,other
1886,supportengineer
1887,backendengineer
1888,frontendengineer
1889,androidengineer
1890,backendengineer
1891,foo
1892,androidengineer
1893,fullstackengineer
1894,supportengineer
1895,researchengineers
1896,foo
1897,fullstackengineer
1898,backendengineer
1899,backendengineer
1900,fullstackengineer
1901,backendengineer
1902,backendengineer
1903,qaengineer
1904,backendengineer
1905,backendengineer
1906,backendengineer
1907,foo
1908,foo
1909,foo
1910,foo
1911,fullstackengineer
1912,foo
1913,foo
1914,frontendengineer
1915,foo
1916,fullstackengineer
1917,foo
1918,foo
1919,fullstackengineer
1920,fullstackengineer
1921,other
1922,backendengineer
1923,foo
1924,backendengineer
1925,fullstackengineer
1926,backendengineer
1927,foo
1928,backendengineer
1929,backendengineer
1930,other
1931,fullstackengineer
1932,foo
1933,backendengineer
1934,fullstackengineer
1935,backendengineer
1936,backendengineer
1937,other
1938,backendengineer
1939,supportengineer
1940,other
1941,foo
1942,dataanalyst
1943,engineeringleadership
1944,foo
1945,other
1946,other
1947,backendengineer
1948,foo
1949,backendengineer
1950,foo
1951,fullstackengineer
1952,fullstackengineer
1953,backendengineer
1954,supportengineer
1955,frontendengineer
1956,other
1957,fullstackengineer
1958,backendengineer
1959,foo
1960,foo
1961,other
1962,frontendengineer
1963,foo
1964,backendengineer
1965,backendengineer
1966,other
1967,foo
1968,other
1969,foo
1970,foo
1971,fullstackengineer
1972,foo
1973,fullstackengineer
1974,foo
1975,fullstackengineer
1976,backendengineer
1977,qaengineer
1978,supportengineer
1979,fullstackengineer
1980,frontendengineer
1981,backendengineer
1982,foo
1983,sdet
1984,backendengineer
1985,frontendengineer
1986,backendengineer
1987,fullstackengineer
1988,foo
1989,backendengineer
1990,foo
1991,backendengineer
1992,sdet
1993,foo
1994,frontendengineer
1995,foo
1996,datascientist
1997,foo
1998,other
1999,backendengineer
2000,other
2001,qaengineer
2002,other
2003,backendengineer
2004,foo
2005,other
2006,foo
2007,dataanalyst
2008,foo
2009,androidengineer
2010,backendengineer
2011,fullstackengineer
2012,fullstackengineer
2013,fullstackengineer
2014,engineeringintern
2015,frontendengineer
2016,datascientist
2017,frontendengineer
2018,foo
2019,frontendengineer
2020,fullstackengineer
2021,backendengineer
2022,backendengineer
2023,other
2024,other
2025,backendengineer
2026,frontendengineer
2027,foo
2028,backendengineer
2029,engineeringleadership
2030,dataanalyst
2031,backendengineer
2032,other
2033,foo
2034,fullstackengineer
2035,backendengineer
2036,foo
2037,other
2038,fullstackengineer
2039,backendengineer
2040,supportengineer
2041,fullstackengineer
2042,backendengineer
2043,foo
2044,other
2045,frontendengineer
2046,supportengineer
2047,backendengineer
2048,backendengineer
2049,backendengineer
2050,fullstackengineer
2051,foo
2052,fullstackengineer
2053,fullstackengineer
2054,foo
2055,engineeringintern
2056,foo
2057,foo
2058,backendengineer
2059,backendengineer
2060,frontendengineer
2061,fullstackengineer
2062,fullstackengineer
2063,fullstackengineer
2064,other
2065,devopsengineer
2066,frontendengineer
2067,fullstackengineer
2068,foo
2069,foo
2070,sdet
2071,frontendengineer
2072,androidengineer
2073,foo
2074,foo
2075,fullstackengineer
2076,backendengineer
2077,foo
2078,frontendengineer
2079,other
2080,other
2081,supportengineer
2082,frontendengineer
2083,fullstackengineer
2084,androidengineer
2085,fullstackengineer
2086,frontendengineer
2087,foo
2088,foo
2089,backendengineer
2090,fullstackengineer
2091,backendengineer
2092,foo
2093,foo
2094,foo
2095,other
2096,foo
2097,sdet
2098,frontendengineer
2099,supportengineer
2100,dataanalyst
2101,backendengineer
2102,frontendengineer
2103,backendengineer
2104,backendengineer
2105,backendarchitect
2106,engineeringintern
2107,dataanalyst
2108,androidengineer
2109,devopsengineer
2110,dataanalyst
2111,qaengineer
2112,androidengineer
2113,fullstackengineer
2114,androidengineer
2115,backendengineer
2116,engineeringintern
2117,backendengineer
2118,frontendengineer
2119,qaengineer
2120,other
2121,other
2122,backendengineer
2123,qaengineer
2124,fullstackengineer
2125,foo
2126,backendengineer
2127,backendengineer
2128,backendengineer
2129,backendengineer
2130,fullstackengineer
2131,other
2132,backendengineer
2133,fullstackengineer
2134,foo
2135,backendengineer
2136,datascientist
2137,other
2138,supportengineer
2139,other
2140,qaengineer
2141,fullstackengineer
2142,foo
2143,programmanager
2144,fullstackengineer
2145,fullstackengineer
2146,backendarchitect
2147,frontendengineer
2148,other
2149,fullstackengineer
2150,supportengineer
2151,foo
2152,qaengineer
2153,other
2154,datascientist
2155,backendengineer
2156,androidengineer
2157,backendengineer
2158,researchengineers
2159,frontendengineer
2160,fullstackengineer
2161,backendengineer
2162,databaseadministrator
2163,fullstackengineer
2164,sdet
2165,qaengineer
2166,other
2167,backendengineer
2168,foo
2169,fullstackengineer
2170,androidengineer
2171,engineeringintern
2172,foo
2173,foo
2174,backendengineer
2175,fullstackengineer
2176,frontendengineer
2177,foo
2178,other
2179,backendengineer
2180,foo
2181,foo
2182,foo
2183,iosengineer
2184,foo
2185,datascientist
2186,frontendengineer
2187,other
2188,backendengineer
2189,backendengineer
2190,backendengineer
2191,foo
2192,foo
2193,other
2194,datascientist
2195,backendengineer
2196,foo
2197,fullstackengineer
2198,foo
2199,cofounder
2200,fullstackengineer
2201,supportengineer
2202,backendengineer
2203,other
2204,foo
2205,other
2206,supportengineer
2207,backendengineer
2208,foo
2209,foo
2210,foo
2211,backendengineer
2212,foo
2213,foo
2214,foo
2215,seniorsoftwareengineer
2216,backendengineer
2217,foo
2218,foo
2219,foo
2220,foo
2221,other
2222,foo
2223,qaengineer
2224,backendengineer
2225,backendengineer
2226,backendengineer
2227,androidengineer
2228,fullstackengineer
2229,foo
2230,fullstackengineer
2231,foo
2232,foo
2233,foo
2234,backendengineer
2235,engineeringleadership
2236,foo
2237,foo
2238,foo
2239,foo
2240,fullstackengineer
2241,fullstackengineer
2242,other
2243,fullstackengineer
2244,backendengineer
2245,fullstackengineer
2246,other
2247,qaengineer
2248,backendengineer
2249,fullstackengineer
2250,foo
2251,fullstackengineer
2252,fullstackengineer
2253,devopsengineer
2254,qaengineer
2255,qaengineer
2256,other
2257,engineeringleadership
2258,backendengineer
2259,fullstackengineer
2260,other
2261,other
2262,foo
2263,other
2264,foo
2265,foo
2266,foo
2267,datascientist
2268,frontendengineer
2269,engineeringleadership
2270,backendengineer
2271,foo
2272,supportengineer
2273,qaengineer
2274,other
2275,devopsengineer
2276,fullstackengineer
2277,qaengineer
2278,foo
2279,other
2280,other
2281,other
2282,foo
2283,foo
2284,backendengineer
2285,other
2286,supportengineer
2287,foo
2288,fullstackengineer
2289,other
2290,other
2291,other
2292,backendengineer
2293,foo
2294,other
2295,fullstackengineer
2296,engineeringleadership
2297,datascientist
2298,other
2299,foo
2300,productmanager
2301,fullstackengineer
2302,fullstackengineer
2303,fullstackengineer
2304,backendengineer
2305,backendengineer
2306,supportengineer
2307,qaengineer
2308,other
2309,qaengineer
2310,foo
2311,frontendengineer
2312,foo
2313,backendengineer
2314,other
2315,sdet
2316,backendengineer
2317,fullstackengineer
2318,backendengineer
2319,fullstackengineer
2320,foo
2321,backendengineer
2322,foo
2323,other
2324,fullstackengineer
2325,backendengineer
2326,engineeringintern
2327,foo
2328,backendengineer
2329,devopsengineer
2330,engineeringleadership
2331,other
2332,frontendengineer
2333,other
2334,foo
2335,foo
2336,other
2337,foo
2338,fullstackengineer
2339,backendengineer
2340,fullstackengineer
2341,backendengineer
2342,backendengineer
2343,backendengineer
2344,frontendengineer
2345,supportengineer
2346,other
2347,productmanager
2348,fullstackengineer
2349,backendengineer
2350,fullstackengineer
2351,backendengineer
2352,other
2353,foo
2354,backendengineer
2355,devopsengineer
2356,foo
2357,foo
2358,foo
2359,foo
2360,foo
2361,backendengineer
2362,supportengineer
2363,fullstackengineer
2364,backendengineer
2365,foo
2366,foo
2367,foo
2368,foo
2369,fullstackengineer
2370,fullstackengineer
2371,backendengineer
2372,fullstackengineer
2373,fullstackengineer
2374,fullstackengineer
2375,fullstackengineer
2376,fullstackengineer
2377,fullstackengineer
2378,fullstackengineer
2379,dataanalyst
2380,fullstackengineer
2381,other
2382,foo
2383,frontendengineer
2384,foo
2385,foo
2386,fullstackengineer
2387,fullstackengineer
2388,other
2389,backendengineer
2390,productdesigner
2391,fullstackengineer
2392,engineeringintern
2393,foo
2394,fullstackengineer
2395,backendengineer
2396,engineeringintern
2397,engineeringintern
2398,foo
2399,other
2400,other
2401,datascientist
2402,fullstackengineer
2403,other
2404,other
2405,iosengineer
2406,fullstackengineer
2407,foo
2408,supportengineer
2409,fullstackengineer
2410,other
2411,frontendengineer
2412,frontendengineer
2413,foo
2414,other
2415,frontendengineer
2416,frontendengineer
2417,foo
2418,cofounder
2419,foo
2420,foo
2421,backendengineer
2422,fullstackengineer
2423,foo
2424,other
2425,foo
2426,foo
2427,other
2428,engineeringleadership
2429,fullstackengineer
2430,databaseadministrator
2431,other
2432,foo
2433,androidengineer
2434,backendengineer
2435,frontendengineer
2436,fullstackengineer
2437,other
2438,datascientist
2439,backendengineer
2440,backendengineer
2441,fullstackengineer
2442,fullstackengineer
2443,backendengineer
2444,other
2445,foo
2446,other
2447,sdet
2448,backendarchitect
2449,foo
2450,fullstackengineer
2451,other
2452,supportengineer
2453,other
2454,foo
2455,other
2456,backendengineer
2457,other
2458,backendengineer
2459,foo
2460,backendengineer
2461,foo
2462,qaengineer
2463,other
2464,backendengineer
2465,backendengineer
2466,backendengineer
2467,foo
2468,fullstackengineer
2469,qaengineer
2470,qaengineer
2471,other
2472,other
2473,qaengineer
2474,fullstackengineer
2475,backendengineer
2476,fullstackengineer
2477,supportengineer
2478,backendengineer
2479,backendengineer
2480,backendengineer
2481,backendengineer
2482,fullstackengineer
2483,androidengineer
2484,foo
2485,researchengineers
2486,fullstackengineer
2487,other
2488,foo
2489,backendengineer
2490,frontendengineer
2491,backendengineer
2492,frontendengineer
2493,fullstackengineer
2494,foo
2495,foo
2496,other
2497,fullstackengineer
2498,backendengineer
2499,supportengineer
2500,backendengineer
2501,productmanager
2502,foo
2503,backendengineer
2504,backendengineer
2505,other
2506,foo
2507,devopsengineer
2508,frontendengineer
2509,qaengineer
2510,backendengineer
2511,foo
2512,other
2513,other
2514,qaengineer
2515,foo
2516,backendengineer
2517,other
2518,foo
2519,backendengineer
2520,foo
2521,fullstackengineer
2522,dataanalyst
2523,foo
2524,foo
2525,backendengineer
2526,qaengineer
2527,other
2528,foo
2529,backendengineer
2530,qaengineer
2531,other
2532,other
2533,backendengineer
2534,foo
2535,foo
2536,qaengineer
2537,foo
2538,other
2539,backendengineer
2540,iosengineer
2541,other
2542,foo
2543,qaengineer
2544,other
2545,engineeringleadership
2546,backendengineer
2547,other
2548,other
2549,foo
2550,backendengineer
2551,other
2552,foo
2553,foo
2554,foo
2555,qaengineer
2556,foo
2557,other
2558,foo
2559,supportengineer
2560,other
2561,fullstackengineer
2562,dataanalyst
2563,supportengineer
2564,databaseadministrator
2565,foo
2566,other
2567,other
2568,foo
2569,other
2570,fullstackengineer
2571,backendengineer
2572,backendengineer
2573,backendengineer
2574,foo
2575,other
2576,dataanalyst
2577,other
2578,fullstackengineer
2579,fullstackengineer
2580,other
2581,productmanager
2582,foo
2583,other
2584,devopsengineer
2585,backendarchitect
2586,other
2587,foo
2588,fullstackengineer
2589,backendengineer
2590,qaengineer
2591,other
2592,other
2593,dataanalyst
2594,other
2595,backendengineer
2596,iosengineer
2597,backendengineer
2598,other
2599,backendengineer
2600,fullstackengineer
2601,backendengineer
2602,foo
2603,foo
2604,datascientist
2605,datascientist
2606,other
2607,foo
2608,frontendengineer
2609,other
2610,backendengineer
2611,backendengineer
2612,other
2613,frontendengineer
2614,fullstackengineer
2615,productmanager
2616,datascientist
2617,sdet
2618,fullstackengineer
2619,backendengineer
2620,backendengineer
2621,devopsengineer
2622,engineeringintern
2623,datascientist
2624,datascientist
2625,devopsengineer
2626,foo
2627,engineeringintern
2628,fullstackengineer
2629,foo
2630,other
2631,other
2632,frontendengineer
2633,foo
2634,other
2635,other
2636,foo
2637,frontendengineer
2638,foo
2639,qaengineer
2640,frontendengineer
2641,foo
2642,engineeringleadership
2643,foo
2644,other
2645,qaengineer
2646,foo
2647,backendengineer
2648,backendengineer
2649,fullstackengineer
2650,frontendengineer
2651,foo
2652,frontendengineer
2653,foo
2654,other
2655,foo
2656,backendengineer
2657,foo
2658,fullstackengineer
2659,backendengineer
2660,backendengineer
2661,fullstackengineer
2662,sdet
2663,backendengineer
2664,foo
2665,databaseadministrator
2666,other
2667,foo
2668,foo
2669,dataanalyst
2670,fullstackengineer
2671,foo
2672,backendengineer
2673,devopsengineer
2674,other
2675,dataanalyst
2676,iosengineer
2677,qaengineer
2678,foo
2679,foo
2680,dataanalyst
2681,supportengineer
2682,backendengineer
2683,fullstackengineer
2684,fullstackengineer
2685,backendengineer
2686,foo
2687,frontendengineer
2688,datascientist
2689,foo
2690,fullstackengineer
2691,foo
2692,supportengineer
2693,backendengineer
2694,devopsengineer
2695,backendengineer
2696,researchengineers
2697,foo
2698,foo
2699,foo
2700,supportengineer
2701,other
2702,other
2703,foo
2704,foo
2705,other
2706,foo
2707,backendengineer
2708,foo
2709,backendengineer
2710,foo
2711,cofounder
2712,backendengineer
2713,backendengineer
2714,other
2715,devopsengineer
2716,backendengineer
2717,foo
2718,backendengineer
2719,releaseengineer
2720,backendengineer
2721,foo
2722,foo
2723,foo
2724,foo
2725,foo
2726,foo
2727,fullstackengineer
2728,fullstackengineer
2729,backendengineer
2730,frontendengineer
2731,fullstackengineer
2732,dataanalyst
2733,other
2734,foo
2735,backendengineer
2736,foo
2737,backendengineer
2738,foo
2739,androidengineer
2740,other
2741,foo
2742,foo
2743,other
2744,datascientist
2745,engineeringleadership
2746,fullstackengineer
2747,foo
2748,devopsengineer
2749,foo
2750,backendengineer
2751,foo
2752,engineeringintern
2753,backendengineer
2754,foo
2755,androidengineer
2756,fullstackengineer
2757,fullstackengineer
2758,backendengineer
2759,datascientist
2760,researchengineers
2761,dataanalyst
2762,qaengineer
2763,backendengineer
2764,frontendengineer
2765,other
2766,qaengineer
2767,productmanager
2768,androidengineer
2769,fullstackengineer
2770,engineeringintern
